Browser,Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments,Country
Firefox,GoDaddy,"The Go Daddy Group, Inc.",Go Daddy Class 2 Certification Authority,Go Daddy Class 2 CA,2796BAE63F1801E277261BA0D77770028F20EEE4,2004 Jun 29,2034 Jun 29,2048,SHA-1,Code; Email; Websites,2.16.840.1.114413.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=284677,NSS 3.10,Firefox 1,https://valid.gdi.catest.godaddy.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,,
Firefox,Comodo,The USERTRUST Network,,USERTrust ECC Certification Authority,D1CBCA5DB2D52A7F693B674DE5F05A1D0C957DF0,2010 Feb 01,2038 Jan 18,ECC P-384,ECC,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=606947,NSS 3.17.3,Firefox 36,https://usertrustecccertificationauthority-ev.comodoca.com,None,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,The USERTRUST Network,,USERTrust RSA Certification Authority,2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E,2010 Feb 01,2038 Jan 18,4096,SHA-384,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=606947,NSS 3.17.3,Firefox 36,https://usertrustrsacertificationauthority-ev.comodoca.com,None,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,The USERTRUST Network,http://www.usertrust.com,UTN - DATACorp SGC,58119F0E128287EA50FDD987456F4F78DCFAD6D4,1999 Jun 24,2019 Jun 24,2048,SHA-1,Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,https://utndatacorpsgc-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Client Authentication and Email,B172B1A56D95F91FE50287E14D37EA6A4463768A,1999 Jul 09,2019 Jul 09,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,Not applicable,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Hardware,0483ED3399AC3608058722EDBC5E4600E3BEF9D7,1999 Jul 09,2019 Jul 09,2048,SHA-1,Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,https://utnuserfirsthardware-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Symantec / VeriSign,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Network Applications,5D989CDB159611365165641B560FDBEA2AC23EF1,1999 Jul 09,2019 Jul 09,2048,SHA-1,All Trust Bits Turned Off,Not EV,legacy,,Firefox 1,Not applicable,,http://www.symantec.com,,,,,,,,,,
Firefox,Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Object,E12DFB4B41D7D9C32B30514BAC1D81D8385E2D46,1999 Jul 09,2019 Jul 09,2048,SHA-1,Code,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,Not applicable,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Trustis,Trustis Limited,Trustis FPS Root CA,Trustis FPS Root CA,3BC0380B33C3F6A60C86152293D9DFF54B81C004,2003 Dec 23,2024 Jan 21,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=577665,NSS 3.13.6,Firefox 16,https://www.trustis.com,,http://www.trustis.com/,http://www.trustis.com/pki/fpsia/,http://www.trustis.com/pki/fpsia/,https://bug577665.bugzilla.mozilla.org/attachment.cgi?id=8595470,https://bug577665.bugzilla.mozilla.org/attachment.cgi?id=8595470,,Lloyd's Register Quality Assurance Limited (LRQA),ETSI TS 102 042,2015.03.01,,
Firefox,"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)",Türkiye Bilimsel ve Teknolojik Ara?t?rma Kurumu - TÜB?TAK,Kamu Sertifikasyon Merkezi,TÜB?TAK UEKAE Kök Sertifika Hizmet Sa?lay?c?s? - Sürüm 3,1B4B396126276B6491A2686DD70243212D1F1D96,2007 Aug 24,2017 Aug 21,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=381974,NSS 3.12.5,Firefox 3.6,https://nesbireysel.kamusm.gov.tr/nb.go,,http://www.kamusm.gov.tr/,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SI/KSM_NES_SI.pdf,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SUE/KSM_NES_SUE.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8602822,https://bugzilla.mozilla.org/attachment.cgi?id=8602822,,ICTA,ETSI TS 102 042,2015.04.07,http://www.btk.gov.tr/bilgi_teknolojileri/elektronik_imza/eshs.php,
Firefox,TurkTrust,TÜRKTRUST Bilgi ?leti?im ve Bili?im Güvenli?i Hizmetleri A.?. (c) Aral?k 2007,,TÜRKTRUST Elektronik Sertifika Hizmet Sa?lay?c?s?,F17F6FB631DC99E3A3C87FFE1CF1811088D96033,2007 Dec 25,2017 Dec 22,2048,SHA-1,Code; Websites,2.16.792.3.0.3.1.1.5,https://bugzilla.mozilla.org/show_bug.cgi?id=433845,NSS 3.15,Firefox 23,https://evssl.turktrust.com.tr/,,http://www.turktrust.com.tr,http://www.turktrust.com.tr/en/repository,http://www.turktrust.com.tr/en/repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,BSI,ETSI TS 102 042,2014.12.19,,
Firefox,TurkTrust,TÜRKTRUST Bilgi ?leti?im ve Bili?im Güvenli?i Hizmetleri A.?. (c) Kas?m 2005,,TÜRKTRUST Elektronik Sertifika Hizmet Sa?lay?c?s?,B435D4E1119D1C6690A749EBB394BD637BA782B7,2005 Nov 07,2015 Sep 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=380635,NSS 3.11.9,Firefox 2,http://www.turktrust.com.tr/,,http://www.turktrust.com.tr,http://www.turktrust.com.tr/en/repository,http://www.turktrust.com.tr/en/repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,,BSI,ETSI TS 102 042,2014.12.19,,
Firefox,Unizeto Certum,Unizeto Sp. z o.o.,,Certum CA,6252DC40F71143A22FDE9EF7348E064251B18118,2002 Jun 11,2027 Jun 11,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=167572,NSS 3.9.3,Firefox 1,https://certum-ca.certum.pl,,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,,Ernst & Young,WebTrust,2014.07.09,,
Firefox,Unizeto Certum,Unizeto Technologies S.A.,Certum Certification Authority,Certum Trusted Network CA,07E032E020B72C3F192F0628A2593A19A70F069E,2008 Oct 22,2029 Dec 31,2048,SHA-1,Code; Email; Websites,1.2.616.1.113527.2.5.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=532377,NSS 3.12.10,Firefox 6.0,https://certum-ctnca-ev.certum.pl,,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,https://cert.webtrust.org/SealFile?seal=1698&file=pdf,Ernst & Young,WebTrust,2014.07.09,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.",Class 1 Public Primary Certification Authority,VeriSign Class 1 Public PCA,CE6A64A309E42FBBD9851C453E6409EAE87D60F1,1996 Jan 29,2028 Aug 02,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA - G3,204285DCF7EB764195578E136BD4B7D1E98E46A5,1999 Oct 01,2036 Jul 16,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA – G2,273EE12457FDC4F90C55E82B56167F62F532E547,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA - G3,61EF43D77FCAD46151BC98E0C35912AF9FEB6311,1999 Oct 01,2036 Jul 16,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA – G2,B3EAC44776C9C81CEAF29D95B6CCA0081B67EC9D,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2,
Firefox,Symantec / VeriSign,"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,742C3192E607E424EB4549542BE1BBC53E6174E2,1996 Jan 29,2028 Aug 01,1024,MD2,Email,Not EV,legacy,,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.,
Firefox,Symantec / VeriSign,"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,A1DB6393916F17E4185509400415C70240B0AE6B,1996 Jan 29,2028 Aug 02,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit turned off in Firefox 32.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G3,132D0D45534B6997CDB2D5C339E25576609B5CC6,1999 Oct 01,2036 Jul 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,https://ssltest3.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 2007 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G4,22D5D8DF8F0231D18DF79DB7CF8A2D64C93F6C3A,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409235,NSS 3.12.6,Firefox 3.6.2,https://ssltest48.ssl.symclab.com,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 2006 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G5,4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5,2006 Nov 08,2036 Jul 16,2048,SHA-1,Code; Email; Websites,2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=402947,NSS 3.11.10,Firefox 3.0.2,https://ssltest1.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA – G2,85371CA6E550143DCE2803471BDE3A09E8F8770F,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,https://ssltest24.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,"Websites and Code Signing trust bits turned off in NSS 3.17.3, Firefox 36.",
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 4 Public PCA - G3,C8EC8C879269CB4BAB39E98D7E5767F31495739D,1999 Oct 01,2036 Jul 16,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / VeriSign,"VeriSign, Inc.","(c) 2008 VeriSign, Inc. - For authorized use only",VeriSign Universal Root Certification Authority,3679CA35668772304D30A5FB873B0FA77BB70D54,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Email; Websites,2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=484901,NSS 3.12.5,Firefox 3.6,https://ssltest26.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,,
Firefox,Visa,VISA,Visa International Service Association,Visa eCommerce Root,70179B868C00A4FA609152223F9F3E32BDE00562,2002 Jun 26,2022 Jun 24,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,,,http://www.visa.com,https://bugzilla.mozilla.org/attachment.cgi?id=424314,,https://bug636557.bugzilla.mozilla.org/attachment.cgi?id=8475466,NONE!,,KPMG,WebTrust,2014.06.06,,
Firefox,Wells Fargo Bank N.A.,Wells Fargo WellsSecure,Wells Fargo Bank NA,WellsSecure Public Root Certificate Authority,E7B4F69D61EC9069DB7E90A7401A3CF47D4FE8EE,2007 Dec 13,2022 Dec 14,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=428390,NSS 3.11.10,Firefox 3.0.2,https://nerys-m1.wellsfargo.com/test.html,,http://www.wellsfargo.com/,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,NONE!,,KPMG,WebTrust,2014.09.12,,
Firefox,WISeKey,WISeKey,OISTE Foundation Endorsed,OISTE WISeKey Global Root GA CA,5922A1E15AEA163521F898396A4646B0441B0FA9,2005 Dec 11,2037 Dec 11,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=371362,NSS 3.12.4,Firefox 3.5,https://secure.certifyid.com,,http://www.wisekey.com/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,NONE!,,WTE,WebTrust,2014.05.27,,
Firefox,WoSign CA Limited,WoSign CA Limited,,CA ?????,1632478D89F9213A92008563F5A4A7D312408AD6,2009 Aug 08,2039 Aug 08,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.36305.2,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,NSS 3.16.3,Firefox 32,https://root2evtest.wosign.com/,,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1843&file=pdf,https://cert.webtrust.org/SealFile?seal=1860&file=pdf,https://cert.webtrust.org/SealFile?seal=1842&file=pdf,Ernst & Young,WebTrust,2015.02.28,,
Firefox,WoSign CA Limited,WoSign CA Limited,,Certification Authority of WoSign,B94294BF91EA8FB64BE61097C7FB001359B676CB,2009 Aug 08,2039 Aug 08,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.36305.2,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,NSS 3.16.3,Firefox 32,https://root1evtest.wosign.com/,,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1843&file=pdf,https://cert.webtrust.org/SealFile?seal=1860&file=pdf,https://cert.webtrust.org/SealFile?seal=1842&file=pdf,Ernst & Young,WebTrust,2015.02.28,,
Firefox,Trustwave,XRamp Security Services Inc,www.xrampsecurity.com,XRamp Global Certification Authority,B80186D1EB9C86A54104CF3054F34C52B7E558C6,2004 Nov 01,2035 Jan 01,2048,SHA-1,Code; Email; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=273189,NSS 3.10,Firefox 1,https://xgcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1767&file=pdf,Grant Thornton,WebTrust,2014.11.14,,
Internet Explorer,Actalis S.p.A.,,,Actalis Authentication CA G1,9158C5EF987301A8903CFDAB03D72DA1D88909C9,,2022 Jun 25,2048,RSA,,,,,,,,,,,,,,,,,,Italy
Internet Explorer,Actalis S.p.A.,,,Actalis Authentication Root CA,F373B387065A28848AF2F34ACE192BDDC78E9CAC,,2030 Sep 22,4096,RSA,,,,,,,,,,,,,,,,,,Italy
Internet Explorer,Agencia Catalana de Certificacio (CATCert),,,Agencia Catalana de Certificacio (NIF Q- 0801176-I),28903A635B5280FAE6774C0B6DA7D6BAA64AF2E8,,2031 Jan 7,2048,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Agencia Notarial de Certificaci¢n (ANCERT),,,ANCERT Certificados CGN,11C5B5F75552B011669C2E9717DE6D9BFF5FA810,,2024 Feb 11,2048,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Agencia Notarial de Certificaci¢n (ANCERT),,,ANCERT Corporaciones de Derecho Publico,0CFD83DBAE44B9A0C8F676F3B570650B94B69DBF,,2024 Feb 11,2048,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Agencia Notarial de Certificaci¢n (ANCERT),,,ANCERT Certificados Notariales,C09AB0C8AD7114714ED5E21A5A276ADCD5E7EFCB,,2024 Feb 11,2048,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Agencia Notarial de Certificaci¢n (ANCERT),,,ANCERT Certificados CGN V2,7EB1A0429BE5F428AC2B93971D7C8448A536070C,,2030 May 25,4096,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Agencia Notarial de Certificaci¢n (ANCERT),,,ANCERT Certificados Notariales V2,6F62DEB86C85585AE42E478DB4D76DB367585AE6,,2030 May 25,4096,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,AOL,,,America Online Root Certification Authority 1,3921C115C15D0ECA5CCB5BC4F07D21D8050B566A,,2037 Nov 19,2048,RSA,,,,,,,,,,,,,,,,,,USA
Internet Explorer,AOL,,,America Online Root Certification Authority 2,85B5FF679B0C79961FC86E4422004613DB179284,,2037 Sep 29,4096,RSA,,,,,,,,,,,,,,,,,,USA
Internet Explorer,AS Sertifitseerimiskeskus,,,Juur-SK AS Sertifitseerimiskeskus,409D4BD917B55C27B69B64CB9822440DCD09B889,,2016 Aug 26,2048,RSA,,,,,,,,,,,,,,,,,,Estonia
Internet Explorer,AS Sertifitseerimiskeskus,,,Estonian Certification Centre Root CA,C9A8B9E755805E58E35377A725EBAFC37B27CCD7,,2030 Dec 17,2048,RSA,,,,,,,,,,,,,,,,,,Estonia
Internet Explorer,Athens Exchange S.A. (Athex),,,Athex Root CA,DB2B7B434DFB7FC1CB5926EC5D9521FE350FF279,,2030 Oct 17,2048,RSA,,,,,,,,,,,,,,,,,,Greece
Internet Explorer,Atos,,,Atos TrustedRoot 2011,2BB1F53E550C1DC5F1D4E6B76A464B550602AC21,,2030 Dec 31,2048,RSA,,,,,,,,,,,,,,,,,,Germany
Internet Explorer,A-Trust,,,A-Trust-Qual-02,679A4F81FC705DDEC419778DD2EBD875F4C242C6,,2014 Dec 2,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,A-Trust,,,A-Trust-Qual-01,E619D25B380B7B13FDA33E8A58CD82D8A88E0515,,2014 Nov 30,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,A-Trust,,,A-Trust-nQual-03,D3C063F219ED073E34AD5D750B327629FFD59AF2,,2015 Aug 17,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,A-Trust,,,A-Trust-Qual-03a,42EFDDE6BFF35ED0BAE6ACDD204C50AE86C4F4FA,,2018 Apr 24,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,A-Trust,,,A-Trust-nQual-01,51A44C28F313E3F9CB5E7C0A1E0E0DD2843758AE,,2014 Nov 30,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,Austrian Society for Data Protection (Arge Daten),,,Austrian Society for Data Protection,8E1032E9245944F84791983EC9E829CB1059B4D3,,2009 Feb 12,1024,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,Austrian Society for Data Protection (Arge Daten),,,A-CERT ADVANCED,2964B686135B5DFDDD3253A89BBC24D74B08C64D,,2011 Oct 23,2048,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,Austrian Society for Data Protection (Arge Daten),,,Austrian Society for Data Protection GLOBALTRUST Certification Service,342CD9D3062DA48C346965297F081EBC2EF68FDC,,2036 Sep 18,4096,RSA,,,,,,,,,,,,,,,,,,Austria
Internet Explorer,Autoridad de Certificaci¢n (ANF AC),,,ANF AC,CEA9890D85D80753A626286CDAD78CB566D70CF2,,2021 Nov 30,2048,RSA,,,,,,,,,,,,,,,,,,Spain
Internet Explorer,Autoridad de Certificaci¢n (ANF AC),,,ANF Global Root CA,5BB59920D11B391479463ADD5100DB1D52F43AD4,,2033 Jun 5,4096,RSA,,,,,,,,,,,,,,,,,,Spain
